,date,user,content,likecount,tag
29,2022-08-07 17:42:30+00:00,https://twitter.com/MMCrypto, You know is boring when a $200 jump feels like a massive pump!,1566,-1
30,2022-08-21 19:32:04+00:00,https://twitter.com/PeterSchiff, This is just the beginning. I've been warning for years that once the bubble finally deflates for good all the people who lost money in will sue all the people who made money. The lawyers always win.,1535,-1
31,2022-08-11 22:00:39+00:00,https://twitter.com/TheCryptoLark, Reminder Blackrock is not your friend! While their arrival to the space is important... here's the truth... screw those guys!,1503,-1
32,2022-09-12 22:45:11+00:00,https://twitter.com/TheCryptoLark, Fidelity is finally looking to bring trading to their brokerage platform! BTW it has 34 million customers... HUGE!!!!,1474,1
33,2022-08-06 18:41:00+00:00,https://twitter.com/rovercrc, If breaks $24 000 it will hit $28 000 very quickly!,1441,1
34,2022-09-24 18:20:00+00:00,https://twitter.com/rovercrc, October is usually a good month for,1434,1
35,2022-09-21 22:52:28+00:00,https://twitter.com/leadlagreport, Glad I didn't mortgage my house to buy Bitcoin.,1387,1
36,2022-09-17 21:11:25+00:00,https://twitter.com/RichardHeartWin, Lol at and both sitting at their 2017/2018 peak prices.,1387,1
37,2022-08-01 20:02:58+00:00,https://twitter.com/AurelienOhayon, ENTERS A STRONG BULL RUN. This is NOT a bear flag !!!!!,1384,1
38,2022-08-18 18:13:54+00:00,https://twitter.com/BTC_Archive, NEW: I feel great about building on Bitcoin says ex-Facebook Head of Messenger,1367,1
39,2022-09-24 15:20:48+00:00,https://twitter.com/LucidCiC, Bitcoin can't scale its base layer. Ethereum can't scale its base layer. Cardano scaled its base layer 4 times in 1 year while remaining decentralized! Cardano is unstoppa,1367,-1
40,2022-08-28 19:44:09+00:00,https://twitter.com/rovercrc, This is the worst time to sell your,1362,-1
41,2022-09-01 17:41:00+00:00,https://twitter.com/rovercrc, I honestly think will reach $100k+ within 24 months.,1342,1
42,2022-08-14 21:51:58+00:00,https://twitter.com/AurelienOhayon, THE 5TH GREAT BULL RUN STARTS.,1340,1
43,2022-08-08 22:09:12+00:00,https://twitter.com/AurelienOhayon, THE 5TH GREAT BULL RUN STARTS.,1326,1
44,2022-09-07 22:21:32+00:00,https://twitter.com/arcbtc, Very excited to announce the release of a HUGE DIY ATM update now includes bill-acceptor and is SO VERY easy to build,1250,1
45,2022-09-24 15:30:16+00:00,https://twitter.com/danheld, is everywhere and nowhere. Good luck trying to ban it.,1221,1
46,2022-09-19 19:09:39+00:00,https://twitter.com/RichardHeartWin, Anytime you want to feel regret think about any money you ever lost ever and not buying at $0.01 and selling it at $69 000. Gives you a nice $6 900 000 of regret per $1 lost. Fun fact. You could have bought cheaper than a penny and sold futures for more than $69k.,1171,1
47,2022-08-20 18:13:50+00:00,https://twitter.com/BTC_for_Freedom, Satoshi created just in time to stop The Great Reset.,1168,1
48,2022-09-05 18:20:00+00:00,https://twitter.com/rovercrc, I honestly think it's the best time to buy now!,1105,1
49,2022-08-30 23:07:22+00:00,https://twitter.com/bitentrepreneur, happy to tweet that I've joined the bitcoin mining team,1096,1
50,2022-08-25 16:55:43+00:00,https://twitter.com/SimonDixonTwitt, I have to say - the team you have put together in El Salvador government is as good as many of the startups I invested in that became multi-billion dollar unicorns &amp; that is why is bullish on El Salvador,1069,1
51,2022-08-23 19:29:00+00:00,https://twitter.com/rovercrc, We are experiencing one of the most significant Bullish Divergences in History!,1053,1
52,2022-08-23 20:56:40+00:00,https://twitter.com/AurelienOhayon, THE HUGE BULL RUN BEGINS.,1039,1
53,2022-08-21 22:56:50+00:00,https://twitter.com/AurelienOhayon, THE 5TH GREAT BULL RUN STARTS.,1016,1
54,2022-08-29 19:29:43+00:00,https://twitter.com/Dennis_Porter_, good for the environment. RT and like if you ag,1013,1
55,2022-08-14 17:50:48+00:00,https://twitter.com/CryptoTroia, Bu de kadar yeni alm yapmadk aldysak da ertesi gn %30 krla gnderdik. Temizleye temizleye geldik elde kalan OMG var sadece o da ta gibi.. Aylardr ciddi bir form durumumuz var desteklerinizi hibir,1012,1
56,2022-08-28 17:29:00+00:00,https://twitter.com/rovercrc, We've already seen the worst of the Bear Market...,1007,-1
57,2022-08-27 16:16:45+00:00,https://twitter.com/RichardHeartWin, Hi Remember me? I called the top on the day 498 days ago. You could have sold $BTC at $65 000 instead of under $20 000 now. I do this for free. You are welcome. Also. Kneel before my girth.,1005,1
58,2022-09-08 16:59:19+00:00,https://twitter.com/bitcoinkatee, You wont solve climate change by trying to eradicate something that accounts for 0.1% of all energy consumption and mostly runs on clean power. Bitcoin mining isnt,1005,1
59,2022-08-05 17:34:58+00:00,https://twitter.com/AurelienOhayon, THE HUGE BULLISH PHASE OF THE 4TH GREAT CYCLE BEGINS. The New Bitcoin Cycles Model,997,1
60,2022-08-28 20:24:38+00:00,https://twitter.com/MartiniGuyYT, Things are not looking great for right now,961,-1
61,2022-08-09 17:23:24+00:00,https://twitter.com/Dennis_Porter_, If you hate you hate freedom and you hate the environment.,936,1
62,2022-08-21 19:11:00+00:00,https://twitter.com/rovercrc, Today I bought some more cheap,932,1
63,2022-08-10 16:40:56+00:00,https://twitter.com/Vinteum_org, Today we are happy to announce we exist! We are a non-profit dedicated to education and R&amp;D in the and Lightning Network space. And we're from Brazil!,919,1
64,2022-09-18 18:26:49+00:00,https://twitter.com/el_crypto_prof, $BTC and The Great Comeback to ~160.000 Dollars.,895,1
65,2022-08-25 22:03:19+00:00,https://twitter.com/AurelienOhayon, THE 5TH GREAT BULL RUN STARTS.,888,1
66,2022-09-11 20:58:22+00:00,https://twitter.com/lauradaughtry, Im officially mining Bitcoin. The sweet sound of passive non-KYC sats and a warm apartment now that its already below freezing temps at night in the mountains:,885,1
67,2022-09-28 17:31:53+00:00,https://twitter.com/SwanBitcoin, We are extremely excited to announce our acquisition of Specter Solutions a leader in self-custody solutions for Bitcoiners! Today we are launching Specter Labs a division of Swan that expands our alignment with core Bitcoin principles. +=,858,1
68,2022-09-21 21:54:31+00:00,https://twitter.com/namcios, This lake town in Guatemala is mining with used cooking oil Heres how theyre proving that Bitcoin can indeed be good for the environment,815,1
69,2022-08-09 21:22:36+00:00,https://twitter.com/AurelienOhayon, ENTERS A HUGE BULL RUN.,792,1
70,2022-09-25 17:47:53+00:00,https://twitter.com/Dennis_Porter_, I have yet to meet an environmentalist in person who I cant convince that is good for the p,789,-1
71,2022-09-22 19:19:25+00:00,https://twitter.com/MikeStillBTC, If you own bitcoin I work for you.,768,1
72,2022-08-23 19:52:28+00:00,https://twitter.com/VailshireCap, Contrary to popular belief is not a risk asset.,754,1
73,2022-09-19 18:52:11+00:00,https://twitter.com/xtrendci, saatlikte bir ykselen var Tekrar bir 19.500 tepki gelebilir alr ise 19.950 doru ata devam eder 18.800 saatlikte destek,748,1
74,2022-09-02 16:32:27+00:00,https://twitter.com/DaCryptoGems, Fly me to the moon,731,1
75,2022-09-17 14:44:56+00:00,https://twitter.com/Dennis_Porter_, If you hate you hate the planet. The science is clear.,727,1
76,2022-08-03 16:58:00+00:00,https://twitter.com/rovercrc, I love bear markets. They make me rich.,722,1
77,2022-09-18 15:51:35+00:00,https://twitter.com/GenderlessGapAd, I get dumb fucking messages from cis men all of the time but lord its the fake liberals that actually drive me insane. Go back to Bitcoin tumblr we dont want you here.,719,-1
78,2022-08-14 16:00:00+00:00,https://twitter.com/AltcoinDailyio, Good morning holders!,719,1
79,2022-08-26 18:14:18+00:00,https://twitter.com/rovercrc, HUGE BULLISH DIVERGENCE IN CREATION!!,716,1
80,2022-08-28 21:58:58+00:00,https://twitter.com/Dennis_Porter_, Every expert in the crypto space said would be sub $15k by now. They wer,716,-1
81,2022-08-24 16:59:00+00:00,https://twitter.com/davidmarcus, Thrilled to welcome to Tadge co-invented the Lightning Network alongside Joseph Poon and invented Discreet Log Contracts (DLCs) two incredibly significant contributions to Welcome to the team Tadge!,716,1
82,2022-08-10 17:51:00+00:00,https://twitter.com/rovercrc, How perfect will this be? $BTC,712,1
83,2022-09-16 20:41:35+00:00,https://twitter.com/AurelienOhayon, THE 5TH GREAT BULL RUN STARTS.,708,1
84,2022-09-14 20:24:49+00:00,https://twitter.com/CryptoMichNL, Still impressive that are way stronger than $LINK showing a ton of strength. $XRP doing great. $ADA doing well. $ETH making new highs since yesterday and at 0.08. Very good.,706,1
85,2022-08-05 17:03:07+00:00,https://twitter.com/awertheim, Haters gonna hate but I've compiled a of all the (valid) reasons bitcoin will likely fail in the end. See below,701,-1
86,2022-08-07 21:04:43+00:00,https://twitter.com/RefisAmery, Cryptocurrencies are a great invention and many people are proud to own them. Before 2022 people were proud to own Bitcoin and after 2022 people have begun to think that owning Picoin is the happiest. PiNetwork,684,1
87,2022-09-08 17:00:42+00:00,https://twitter.com/TMKNFT, We Are Happy To Announce Our Collaboration With on This TMK PFP Collection. Drop Date Sept 28th Stay Tuned For Giveaways. Follow,683,1
88,2022-08-08 20:33:25+00:00,https://twitter.com/BTC_Rancher, I've given up on Facebook. After almost 4 years my friends and family still ignore my words and mock me. Sorry twitter you are my friends and family now.,681,-1
89,2022-09-17 16:04:59+00:00,https://twitter.com/Dennis_Porter_, When you buy you are investing in the worlds greatest environmental cleanup ma,664,1
90,2022-08-02 19:21:00+00:00,https://twitter.com/rovercrc, perfect ATH retest!,661,1
91,2022-08-08 23:40:35+00:00,https://twitter.com/DocumentingBTC, Blackrocks decision to partner with Coinbase is a strong signal that institutions consider Based on ARKs simulated portfolio allocations institutional allocations between 2.5% and 6.5% could impact price by $200 000 - $500 000 &gt;,660,1
92,2022-09-07 23:22:02+00:00,https://twitter.com/real_vijay, Information travels at the speed of light but understanding does not. is the greatest form of money humanity has ever known but this fact will take time for the market to fully understand. Patience my friends.,654,1
93,2022-09-21 21:15:36+00:00,https://twitter.com/mark_dow, Theres still so many guys out there clinging to any semi plausible hope that is not a failed experiment by now that it could still be a thing that a popular use case is just around the corner and that no coiners just dont understan,648,1
94,2022-08-24 18:09:24+00:00,https://twitter.com/AurelienOhayon, ENTERS A HUGE BULL RUN.,640,1
95,2022-09-29 17:17:43+00:00,https://twitter.com/stevedabitcoin, Byle saatlik yeil mumlar heyecan vermiyor artk yle bir altrdlar ki fake pumplara. Eskiden olsa ouwww! Kripto keyifsizlii diye bir psikoloji olutu insanl,639,-1
96,2022-09-11 21:30:02+00:00,https://twitter.com/TheCryptoLark, It is remarkable how many money-making opportunities there have been in this bear market! Paying attention pays off!,632,1
97,2022-09-21 19:24:57+00:00,https://twitter.com/Don_Tsell, Welcome to Twitter.,631,1
98,2022-08-03 23:05:00+00:00,https://twitter.com/AurelienOhayon, THE 5TH GREAT BULLISH CYCLE BEGINS.,627,1
99,2022-09-17 19:20:39+00:00,https://twitter.com/MartiniGuyYT, The bear market is cancelled Sorry bears I just cancelled it there is nothing you can do. Now close your shorts. Take profit b,617,1
100,2022-08-24 20:04:00+00:00,https://twitter.com/ginnyhogan_, Someone suggested I join a platform where you sell nudes in exchange for bitcoin. I was horribly offended as if I would ever do ANYTHING related to crypto.,608,-1
101,2022-09-03 15:45:26+00:00,https://twitter.com/JeffBooth," Clinging to an inflationary monetary system that artificially creates scarcity while technology accelerates which would otherwise bring abundance ""could"" imply that artificial intelligence is already smarter than humans. A system change is required!",600,-1
102,2022-08-12 20:22:06+00:00,https://twitter.com/Ashcryptoreal, My honest 2025 predictions $180 000 $20 000 $4 000 $6,599,1
103,2022-09-24 19:55:04+00:00,https://twitter.com/AltCryptoGems, It's super important is going to hold this support!,595,1
104,2022-08-26 17:49:47+00:00,https://twitter.com/bitgertasia, $BRISE Luna is dead Solana doesnt work Bitcoin is slow Ethereum is expensive and Cardano failed miserably. The solution to all problems is FOLLOW h,590,-1
105,2022-08-19 18:55:27+00:00,https://twitter.com/CryptoNoob_1, Macro view is always important It shows us we are currently at the best time to accumulate Huge BULL RUN is coming,574,1
106,2022-09-23 19:00:39+00:00,https://twitter.com/cryptojack, 2023 will be huge for,572,1
107,2022-08-29 17:05:25+00:00,https://twitter.com/P_Breuninger, This is the soon Madeira ?? :D This is the Craziest Project I've ever done im so happy to share this now and im looking forward for the Future,569,1
108,2022-09-09 22:49:00+00:00,https://twitter.com/TheCryptoLark, The markets are crazy volatile irrational and owe you nothing. The sooner you realize that the sooner you can thrive.,560,-1
109,2022-08-13 17:54:31+00:00,https://twitter.com/gersonmartinez, Another awful day in the land of no capital gains tax on your,559,-1
110,2022-08-10 21:24:08+00:00,https://twitter.com/Excellion, Antima are a distraction. Theres nothing to discuss with them. adoption is accelerating. Bitcoin Maximalism is just common sense disinterest in stupid things and the willingness to say they are stupid. If you think thats going away then you also think infl,555,-1
111,2022-08-25 19:42:25+00:00,https://twitter.com/MartiniGuyYT, We have already seen the worst of the Bear market,549,-1
112,2022-09-12 23:07:07+00:00,https://twitter.com/stacyherbert, The best the brightest the beautiful are all attracted to El Salvador + = Renaissance 2.0 is here,547,1
113,2022-09-23 21:59:55+00:00,https://twitter.com/DarinFeinstein, As governments fumble through inflation and totalitarian CBDC projects is the life raft Not appreciating Bitcoin is irrelevant to the technology but devastating to your freedom Educate yourself read The Bitcoin Standard book of all time,545,1
114,2022-09-29 17:26:07+00:00,https://twitter.com/Ashcryptoreal, breaks $22 800 and your Alts will fly like a fighter jet,532,1
115,2022-09-01 17:46:39+00:00,https://twitter.com/AltcoinDailyio, 900 000 people own 1 whole,532,1
116,2022-09-11 19:21:00+00:00,https://twitter.com/CitizenBitcoin, Bitcoin breaks chains that have yoked humanity to the whims of tyrants for thousands and thousands of years. Welcome to the dawn of the Bitcoin Renaissance.,531,1
117,2022-08-08 18:44:33+00:00,https://twitter.com/StockmoneyL, Boom and Bust After the bubble has burst a new cycle begins Superb times ahead,530,1
118,2022-09-26 22:37:30+00:00,https://twitter.com/jamesviggy, While the world is panicked uncertain and seeking out a safe haven the community is so comfortable with their chosen store of value that they have time to argue about which cooking utensil is superior.,525,1
119,2022-08-14 19:26:57+00:00,https://twitter.com/IncomeSharks, - More upside confirmed with and his incredible TA skills calling for $10k.,519,1
120,2022-08-29 16:45:56+00:00,https://twitter.com/stacyherbert, Cuban-American MMA star wants to visit Beach More evidence that President Bukele has achieved the greatest rebrand in history + =,516,1
121,2022-09-10 15:30:01+00:00,https://twitter.com/epodrulz, Sad truth... People will spend $250 on eating out every week but can't invest $50 into every week.,515,-1
122,2022-09-05 23:57:22+00:00,https://twitter.com/Dindin85959227, Two out of every three millennials believe that Bitcoin is a safer investment than precious metals like gold. $GHC,511,1
123,2022-08-13 18:20:00+00:00,https://twitter.com/rovercrc, Honestly how could you be not buying now?..,510,1
124,2022-08-07 16:01:07+00:00,https://twitter.com/219_eth, So pathetic. Embarrassing to be even marginally connected to bitcoin at this point.,509,-1
125,2022-08-26 18:01:41+00:00,https://twitter.com/Andyyeun11, Sx is great but have you ever been paid in Bitcoin?. Best,507,1
126,2022-09-04 20:11:13+00:00,https://twitter.com/CarlBMenger, If you own one you will own 1/21 millionth of the total supply. FOREVER If you own one US you will own a piece of paper with the face of George Washington on it. FOREVER Choose wisely.,504,1
127,2022-09-25 15:13:00+00:00,https://twitter.com/rovercrc, This is the most important support for,503,1
128,2022-09-05 22:08:10+00:00,https://twitter.com/JuanfraEscudero, I love,502,1
129,2022-08-04 22:40:24+00:00,https://twitter.com/DocumentingBTC, Latest Bloomberg Intelligence report predicts that will continue being the best performing asset this decade,501,1
130,2022-09-21 18:52:29+00:00,https://twitter.com/nergizy32132110, BREAKING NEWS : SUSPENDS deposits/withdrawals on $LUNC as it PREPARES to add the 1.2% ON-CHAIN TAX! Expect the to ramp up VERY fast SOON! Retweet to spread the word!,501,1
131,2022-09-02 21:12:00+00:00,https://twitter.com/lopp, Bitcoin as a system of rules is incredibly stable. It's the rest of the world that's unstable.,500,1
132,2022-09-05 23:57:54+00:00,https://twitter.com/jamila_go, I Withdrawn Today BITCOIN Worth $18.94. 100% Legit Money transfer to my BINANCE. I will teach you how to Withdraw Successfully your BTC balance from C-O-R-E BTC's Mining app? See here,498,1
133,2022-09-02 16:42:06+00:00,https://twitter.com/_Crypto_Barbie, After utility kicks in I am pretty sure will dethrone and will become the leading currency!,498,1
134,2022-08-24 16:48:04+00:00,https://twitter.com/el_crypto_prof, $BTC $BTC 2018-2019 vs. $BTC 2022 This scenario for $BTC is still in play. The similarities to the '18-'19 are incredible. - Higher Low in progress - RSI looks good Q4/2022 could be awesome for Crypto.,498,1
135,2022-09-20 16:57:12+00:00,https://twitter.com/BitcoinMagEDU, Avoid learning the painful lesson of LOSING your with these 5 self-custody tips:,497,-1
136,2022-09-10 17:10:28+00:00,https://twitter.com/GOHSTOFLABRA, IS LIKE AVIATION PEOPLE ONLY PAY ATTENTION WEN THERE IS A CRASH. STILL FLYING IS THE SAFEST WAY TO TRAVEL JUST LIKE IS THE BEST WAY TO STORE YOUR WEALTH THROUGH SPACE AND TIME.,494,1
137,2022-08-28 16:07:00+00:00,https://twitter.com/rovercrc, This looks dangerous for,494,-1
138,2022-09-10 22:41:37+00:00,https://twitter.com/Dennis_Porter_, may be the greatest tool for cleaning the environment ever since we became aware of the need to protect the planet.,488,1
139,2022-08-04 19:51:47+00:00,https://twitter.com/cryptomanran, Coinbase announced Huge Blackrock partnership. Coinbase rips. Bitcoin dips.,479,1
140,2022-08-14 19:15:07+00:00,https://twitter.com/IncomeSharks, - Reply guys still say $10k and $12k is for sure happening we are good for more upside for a while.,478,-1
141,2022-08-04 19:42:11+00:00,https://twitter.com/XRP_OWL, BlackRock + Coinbase isn't just about Bitcoin Anyone telling you that is either a moron or is incentivized to do so.,472,-1
142,2022-09-04 18:18:00+00:00,https://twitter.com/rovercrc, looks dangerous!,472,-1
143,2022-09-23 18:36:42+00:00,https://twitter.com/MartiniGuyYT, I feel happy that is now so cheap because it means you can all buy more while the price is low!!,468,1
144,2022-09-28 16:41:49+00:00,https://twitter.com/danheld, Excited to see the launch of Taro by This is a huge step forward for Bitcoin DeFi. It enables the creation and usage of any asset on top of Bitcoin including stab,465,1
145,2022-09-25 14:48:03+00:00,https://twitter.com/Bitbello," When a dude however brilliant he is says: "" Bitcoin is Life"" and gets over 4k likes instantly i wonder if we are not indeed in a cult.",460,1
146,2022-08-07 16:39:47+00:00,https://twitter.com/Crypto_Mags, Ohm... that zen feeling when you own Bitcoin in this world,453,1
147,2022-08-20 18:03:06+00:00,https://twitter.com/BitWalletInc, We are truly honored that is the first cryptocurrency company in history to bring to the NFL The organization has been so awesome to work with! Its a bright bright future for in professional sports,453,1
148,2022-09-05 16:22:00+00:00,https://twitter.com/rovercrc, This is a huge buying opportunity!,450,1
149,2022-08-03 19:49:24+00:00,https://twitter.com/thecryptoc0up1e, Bitcoiners are forking incredible,447,1
150,2022-09-09 19:40:01+00:00,https://twitter.com/BitcoinIsSaving, The problem with trading altcoins to earn bitcoin is that it assumes youll be profitable which is very unlikely. Contrast with working at McDonalds to earn bitcoin where youre guarant,444,-1
151,2022-09-13 19:15:55+00:00,https://twitter.com/e507, Gold -1 5% S&amp;P -3 90% Nasdaq -4 70% Bitcoin -10% Bad news... is bad news again.,444,-1
152,2022-09-21 21:31:16+00:00,https://twitter.com/maxkeiser, XRP is dangerously centralized so it can never be used in any situation requiring fail-safe security unlike,442,-1
153,2022-08-10 19:01:01+00:00,https://twitter.com/cryptojack, I AM INCREDIBLY BULLISH ON,440,1
154,2022-08-18 17:28:23+00:00,https://twitter.com/Breedlove22, is the worlds most effective anti-counterfeiting techn,439,1
155,2022-09-10 19:19:41+00:00,https://twitter.com/cryptorecruitr, Fact: there are awesome &amp; talented people trying to build on all blockchains in Ditch the maximalist mindset and youll be better off.,438,1
156,2022-09-05 20:00:58+00:00,https://twitter.com/Hodl_Trobaugh, Before I went down the rabbit hole I was an idiot. I still am an idiot but at least I have some now,431,-1
157,2022-08-21 22:23:39+00:00,https://twitter.com/EmmyMoonie, balance on exchanges has reached a 4 year low! Investors are accumulating and this helps support the notion that the bottom is in. Awesome to see,430,1
158,2022-09-19 19:46:13+00:00,https://twitter.com/OfficialTravlad, Looking like that was a dirty bear trap? What a recovery,424,-1
159,2022-08-08 19:09:27+00:00,https://twitter.com/BitcoinErrorLog, Here's a great excerpt of some asshole trying to explain Bitcoin Maximalism in a way that shitcoiners might understand.,424,1
160,2022-08-04 17:02:54+00:00,https://twitter.com/PeterLBrandt, This was funny more than a year ago when $BTC was making a top at $57 000. It is still one of the funniest TV segments ever produced and will be forever more no matter what Bitcoin eventually does,423,1
161,2022-08-22 21:08:43+00:00,https://twitter.com/scottmelker, Stonks got smashed. Bitcoin kinda sorta sideways. So thats good I,421,1
162,2022-08-07 23:28:10+00:00,https://twitter.com/xiexuan34264713, Cryptocurrencies are a great invention and many people are proud to own them. Before 2022 people were proud to own Bitcoin and after 2022 people have begun to think that owning Picoin is the happiest. PiNetwork,420,1
163,2022-08-10 21:53:02+00:00,https://twitter.com/TheCryptoLark, Very nice bounce for RSI uptrend remains intact. Let's keep pumping!,419,1
164,2022-08-06 15:48:48+00:00,https://twitter.com/natbrunell, Always learning and getting more and more bullish on The best part about getting in this space is realizing how much there is to learn and grow in understanding with the ultimate chance to set the world in a more positive dire,418,1
165,2022-09-29 19:03:00+00:00,https://twitter.com/rovercrc, HUGE MOVE INCOMING!,418,1
166,2022-08-21 20:02:11+00:00,https://twitter.com/cjasonmaier, I used to hide the fact I was progressive to the Bitcoiners I talked to. I used to hide my love for to the Progressives I talked to. Yeah thats all done now.,415,1
167,2022-08-07 20:01:00+00:00,https://twitter.com/rovercrc, Buying at the 200w MA is never a bad buying opportunity!,414,1
168,2022-09-30 20:22:17+00:00,https://twitter.com/nowthisnews, Weve all heard about how bad Bitcoin is for the environment but it might be much worse than we thought.,408,-1
169,2022-09-22 20:04:33+00:00,https://twitter.com/jameslavish," My translation of Dimon's testimony: ""Crypto like Etherium and bank-sponsored stablecoins can be manipulated and controlled we're good with that. But Bitcoin is disruptive and we cannot control it so we don't like it.""",405,-1
170,2022-09-23 16:08:00+00:00,https://twitter.com/rovercrc, still looks DANGEROUS! htt,403,-1
171,2022-09-26 19:20:05+00:00,https://twitter.com/AltCryptoGems, Once is able to break this it's party time. Literally THE MOST important resistance to break.,401,1
172,2022-09-14 19:56:16+00:00,https://twitter.com/stackhodler, Jay Powell recently mentioned that he has a family member vigorously defending the merits of Odds that he's just brutally raising rates to get his maxi son-in-law to stfu at family dinners?,393,-1
173,2022-08-11 18:13:29+00:00,https://twitter.com/cinemuck_, Bitcoin adoption is happening. I'm excited to share what we've been working on. Tomorrow our show The Bitcoiner's Travel Guide will launch on YouTube which is hosted by my good friend First stop: AMSTERDAM,390,1
174,2022-08-26 23:36:21+00:00,https://twitter.com/MartiniGuyYT, is unfortunately susceptible to gravity every friday night,390,-1
175,2022-08-08 23:24:08+00:00,https://twitter.com/dergigi, Get or get rekt. Good luck.,387,1
176,2022-09-24 20:22:03+00:00,https://twitter.com/BitcoinIsSaving, Bitcoin UX is way too complicated no way it goes mainstream,385,-1
177,2022-09-19 16:59:00+00:00,https://twitter.com/rovercrc, Buying around the 200W MA is a historically good buying opportunity!,383,1
